type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,distance_from_home,is_abroad,isFraud
PAYMENT,80.62,21466.33,21385.710000000003,50370.87,50451.490000000005,18,22.29,0,0
PAYMENT,31.69,38625.68,38593.99,73364.78,73396.47,8,9.58,0,0
PAYMENT,970.55,48019.75,47049.2,31446.09,32416.64,12,23.5,0,0
PAYMENT,106.57,91551.18,91444.60999999999,53085.91,53192.48,14,16.6,0,0
TRANSFER,96.09,33767.97,33671.880000000005,61373.97,61470.06,9,20.86,0,0
CASH_IN,121.5,75900.85,75779.35,15874.28,15995.78,12,36.74,0,0
CASH_OUT,40.38,38065.83,38025.450000000004,11926.76,11967.14,8,17.41,0,0
PAYMENT,1364.63,4021.2226540255965,2656.5926540255964,66886.73,68251.36,20,18.98,0,0
PAYMENT,5.0,46528.8,46523.8,23620.26,23625.26,8,0.92,0,0
PAYMENT,147.09,76640.37,76493.28,74713.9,74860.98999999999,6,2.86,0,0
PAYMENT,95.28,48485.26,48389.98,98971.81,99067.09,15,24.91,0,0
TRANSFER,311.95,21437.21,21125.26,44497.44,44809.39,17,23.88,0,0
CASH_IN,95.27,9857.4,9762.13,55107.47,55202.74,17,20.32,0,0
TRANSFER,468.16,57027.36,56559.2,85071.11,85539.27,13,28.83,0,0
PAYMENT,16.13,96411.83,96395.7,11643.6,11659.73,13,24.03,0,0
TRANSFER,27.3,13870.06,13842.76,72253.98,72281.28,14,4.05,0,0
CASH_IN,21.07,66390.29,66369.21999999999,88815.98,88837.05,14,15.36,1,0
PAYMENT,339.63,41626.88,41287.25,29701.37,30041.0,10,19.62,1,0
CASH_OUT,63.65,10705.96,10642.31,97093.57,97157.22,8,52.0,0,0
CASH_OUT,64.64,64175.48,64110.840000000004,7664.79,7729.43,16,42.66,0,0
CASH_OUT,39.76,77313.32,77273.56000000001,81515.26,81555.01999999999,18,6.83,0,0
DEBIT,180.98,33400.0,33219.02,25729.46,25910.44,2,6.55,0,0
DEBIT,284.67,2405.25,2120.58,40341.0,40625.67,14,4.91,0,0
TRANSFER,85.9,22994.07,22908.17,12372.44,12458.34,1,8.77,0,0
PAYMENT,408.09,41056.15,40648.060000000005,11369.61,11777.7,15,25.6,0,0
CASH_OUT,68.68,95643.11,95574.43000000001,4974.09,5042.77,20,1.42,0,0
PAYMENT,9.29,95087.34,95078.05,97588.66,97597.95,10,18.39,0,0
PAYMENT,76.21,4287.63,4211.42,94263.38,94339.59000000001,18,1.06,0,0
PAYMENT,521.93,12832.02,12310.09,99313.24,99835.17,5,9.99,0,0
PAYMENT,33.61,28831.69,28798.079999999998,80778.69,80812.3,19,0.5,0,0
PAYMENT,186.14,40483.84,40297.7,10493.24,10679.38,16,1.63,0,0
PAYMENT,18.64,37144.98,37126.340000000004,24330.3,24348.94,17,23.74,0,0
CASH_OUT,799.89,47264.49,46464.6,26143.42,26943.309999999998,18,25.95,0,0
PAYMENT,2094.72,26994.42,24899.699999999997,12588.94,14683.66,9,23.26,0,0
PAYMENT,156.45,14960.15,14803.699999999999,6221.46,6377.91,19,24.29,1,0
DEBIT,3928.43,17943.61,14015.18,38588.45,42516.88,14,5.98,0,0
CASH_IN,76.53,29592.49,29515.960000000003,92796.75,92873.28,12,25.53,0,0
PAYMENT,116.12,30370.17,30254.05,71268.05,71384.17,9,3.65,0,0
TRANSFER,116.36,57249.79,57133.43,29067.33,29183.690000000002,15,0.76,0,0
PAYMENT,491.51,41834.14,41342.63,42066.4,42557.91,19,3.7,0,0
PAYMENT,35364.59,35364.59,0.0,0.0,35364.59,17,328.72,0,1
PAYMENT,63.67,20270.07,20206.4,91020.6,91084.27,8,20.17,0,0
CASH_OUT,1610.95,79285.18,77674.23,45853.31,47464.259999999995,8,1.74,1,0
CASH_OUT,1320.06,66393.56,65073.5,62279.31,63599.369999999995,1,6.89,0,0
TRANSFER,78.96,66520.16,66441.2,57041.89,57120.85,15,1.83,0,0
TRANSFER,168.3,52298.22,52129.92,70626.95,70795.25,11,40.46,0,0
TRANSFER,949.02,57491.96,56542.94,61415.7,62364.719999999994,17,37.17,0,0
CASH_OUT,184.87,41677.5,41492.63,56871.64,57056.51,7,3.51,0,0
CASH_OUT,988.21,59635.25,58647.04,59052.14,60040.35,9,10.0,0,0
PAYMENT,166.78,82522.25,82355.47,91496.8,91663.58,11,17.99,0,0
PAYMENT,998.4,88481.68,87483.28,27473.17,28471.57,12,11.28,0,0
PAYMENT,8.61,95605.23,95596.62,69741.85,69750.46,22,34.59,0,0
PAYMENT,19.58,6535.63,6516.05,75178.57,75198.15000000001,9,7.0,0,0
PAYMENT,85.93,99918.29,99832.36,18756.27,18842.2,11,29.79,0,0
CASH_IN,19.16,13277.26,13258.1,69706.93,69726.09,16,32.72,1,0
TRANSFER,526.98,90437.7,89910.72,67801.07,68328.05,18,7.97,0,0
CASH_OUT,138.71,5986.11,5847.4,74353.61,74492.32,14,31.23,0,0
CASH_OUT,20.78,30355.06,30334.280000000002,37364.83,37385.61,13,2.02,0,0
PAYMENT,5.82,60992.62,60986.8,16268.85,16274.67,9,11.65,0,0
DEBIT,451.13,96748.86,96297.73,39328.77,39779.899999999994,10,12.06,0,0
PAYMENT,1705.5,68041.99,66336.49,47651.45,49356.95,13,5.63,0,0
PAYMENT,101.41,70533.6,70432.19,53036.55,53137.96000000001,13,1.17,1,0
CASH_OUT,37.74,68852.68,68814.93999999999,86209.09,86246.83,10,1.99,0,0
CASH_OUT,116.95,83043.03,82926.08,2144.18,2261.1299999999997,17,20.52,0,0
PAYMENT,39.46,16004.73,15965.27,21067.81,21107.27,11,13.76,0,0
PAYMENT,72.95,5616.36,5543.41,89951.71,90024.66,12,15.77,1,0
CASH_OUT,49243.55,49243.55,0.0,0.0,49243.55,4,137.32,1,1
CASH_OUT,80.91,72248.22,72167.31,29809.11,29890.02,1,27.38,0,0
DEBIT,12.7,78104.67,78091.97,89662.9,89675.59999999999,5,22.02,0,0
PAYMENT,53.27,41977.55,41924.280000000006,6867.91,6921.18,9,12.08,0,0
CASH_OUT,63.45,80537.38,80473.93000000001,36299.81,36363.259999999995,10,68.74,0,0
PAYMENT,30.19,46352.29,46322.1,8278.4,8308.59,11,0.5,0,0
CASH_IN,182.29,4293.75,4111.46,43001.53,43183.82,17,3.37,0,0
CASH_IN,182.13,88886.84,88704.70999999999,63009.35,63191.479999999996,9,13.63,0,0
PAYMENT,69.48,69198.35,69128.87000000001,59291.09,59360.57,22,4.83,0,0
TRANSFER,1856.09,59661.54,57805.450000000004,38386.78,40242.869999999995,8,11.37,0,0
CASH_OUT,124.21,15884.02,15759.810000000001,86267.43,86391.64,14,3.57,0,0
TRANSFER,100.94,13736.57,13635.63,24958.07,25059.01,11,3.84,0,0
PAYMENT,18.35,19904.66,19886.31,75784.9,75803.25,14,62.16,0,0
TRANSFER,32.45,97210.02,97177.57,10963.67,10996.12,12,8.6,0,0
CASH_OUT,891.13,21391.78,20500.649999999998,25140.78,26031.91,9,7.2,0,0
CASH_OUT,55.57,5723.37,5667.8,18463.21,18518.78,18,1.63,0,0
PAYMENT,68.02,80255.44,80187.42,53145.53,53213.549999999996,10,21.82,0,0
PAYMENT,219.82,12539.62,12319.800000000001,48390.5,48610.32,13,42.23,0,0
TRANSFER,397.44,33939.26,33541.82,52876.43,53273.87,14,6.11,0,0
CASH_OUT,39280.83,39280.83,0.0,0.0,39280.83,1,422.92,0,1
CASH_IN,62.93,50062.64,49999.71,74521.63,74584.56,0,7.65,0,0
PAYMENT,26.55,21697.31,21670.760000000002,47025.68,47052.23,7,43.44,0,0
PAYMENT,71.1,15895.44,15824.34,60871.31,60942.409999999996,12,15.29,0,0
CASH_OUT,170.88,39993.92,39823.04,73391.8,73562.68000000001,13,34.73,0,0
CASH_IN,235.13,98008.25,97773.12,95443.04,95678.17,7,23.34,0,0
TRANSFER,3158.72,30120.87,26962.149999999998,7365.71,10524.43,16,23.98,0,0
CASH_OUT,131.45,5420.59,5289.14,26314.16,26445.61,15,48.94,0,0
CASH_OUT,132.59,22003.55,21870.96,99425.75,99558.34,9,4.27,0,0
CASH_IN,44.77,75475.55,75430.78,5344.92,5389.6900000000005,11,6.36,0,0
CASH_OUT,21.29,67633.15,67611.86,38697.02,38718.31,21,12.51,0,0
TRANSFER,27.72,84637.15,84609.43,13828.49,13856.21,11,0.5,0,0
DEBIT,24.09,16942.03,16917.94,96630.81,96654.9,10,11.79,0,0
CASH_OUT,5.0,23930.39,23925.39,72295.88,72300.88,19,5.65,0,0
PAYMENT,271.62,48279.8,48008.18,81683.99,81955.61,8,2.26,1,0
TRANSFER,459.77,16547.92,16088.149999999998,81458.32,81918.09000000001,11,75.94,0,0
CASH_OUT,123.69,80985.68,80861.98999999999,6838.8,6962.49,12,13.59,0,0
CASH_OUT,19.77,31359.07,31339.3,14004.38,14024.15,18,7.52,0,0
TRANSFER,10.69,59086.73,59076.04,46284.72,46295.41,11,4.58,0,0
PAYMENT,8492.17,87445.39,78953.22,49865.4,58357.57,12,0.5,0,0
CASH_IN,249.35,37001.66,36752.310000000005,88101.07,88350.42000000001,12,7.77,0,0
TRANSFER,1144.33,60701.09,59556.759999999995,74674.56,75818.89,16,42.49,0,0
PAYMENT,415.24,10715.99,10300.75,68435.77,68851.01000000001,8,7.46,0,0
TRANSFER,5.0,89343.48,89338.48,63293.01,63298.01,8,26.61,0,0
CASH_IN,783.71,4550.74,3767.0299999999997,98567.84,99351.55,13,10.68,0,0
CASH_OUT,320.72,14777.26,14456.54,81881.22,82201.94,10,58.49,0,0
CASH_OUT,525.18,71321.53,70796.35,47157.45,47682.63,13,0.5,0,0
PAYMENT,311.38,64881.88,64570.5,60559.31,60870.689999999995,20,23.94,0,0
PAYMENT,25.28,64727.47,64702.19,23106.12,23131.399999999998,9,13.74,0,0
CASH_OUT,30.44,33320.33,33289.89,6378.58,6409.0199999999995,18,33.89,0,0
PAYMENT,39.25,23214.66,23175.41,17452.25,17491.5,15,16.2,0,0
TRANSFER,380.16,13195.69,12815.53,97459.1,97839.26000000001,10,0.5,0,0
PAYMENT,123.43,13239.92,13116.49,21649.31,21772.74,9,3.41,0,0
PAYMENT,218.19,82445.78,82227.59,2118.29,2336.48,11,21.16,0,0
DEBIT,355.98,29839.59,29483.61,6312.36,6668.34,9,1.24,0,0
PAYMENT,235.2,10986.79,10751.59,25480.34,25715.54,12,8.33,0,0
PAYMENT,38.9,45268.68,45229.78,43593.31,43632.21,18,2.46,0,0
CASH_OUT,39.86,4090.96,4051.1,62381.08,62420.94,12,29.05,0,0
DEBIT,84.12,33639.32,33555.2,22867.33,22951.45,13,2.75,0,0
CASH_OUT,16482.34,16482.34,0.0,0.0,16482.34,3,251.29,1,1
CASH_OUT,845.37,78751.83,77906.46,72275.05,73120.42,8,3.61,0,0
CASH_OUT,43.03,18720.66,18677.63,52402.53,52445.56,12,21.09,0,0
PAYMENT,119.1,32380.68,32261.58,94287.31,94406.41,8,22.39,0,0
PAYMENT,327.68,18408.64,18080.96,10515.91,10843.59,15,19.54,0,0
PAYMENT,710.42,83332.99,82622.57,8103.11,8813.529999999999,9,13.47,0,0
PAYMENT,131.72,24734.34,24602.62,90714.31,90846.03,13,38.52,0,0
TRANSFER,21.48,559.18,537.6999999999999,30240.29,30261.77,11,7.32,0,0
CASH_IN,128.92,79857.6,79728.68000000001,19299.11,19428.03,16,18.74,0,0
PAYMENT,24.29,69596.29,69572.0,63455.08,63479.37,14,7.53,0,0
CASH_OUT,102.6,63987.01,63884.41,5164.82,5267.42,16,6.28,0,0
DEBIT,216.07,21513.85,21297.78,48213.71,48429.78,9,0.64,0,0
DEBIT,398.81,49836.45,49437.64,95260.67,95659.48,18,27.36,0,0
PAYMENT,3326.53,42776.06,39449.53,7253.24,10579.77,10,6.92,0,0
PAYMENT,16.06,70725.14,70709.08,81934.7,81950.76,19,5.18,0,0
CASH_IN,112.04,10959.81,10847.769999999999,8981.59,9093.630000000001,8,9.4,0,0
PAYMENT,541.37,76403.74,75862.37000000001,50944.0,51485.37,12,5.1,0,0
DEBIT,162.68,94993.5,94830.82,44285.07,44447.75,17,14.19,1,0
CASH_OUT,1260.39,3436.3296079515985,2175.939607951598,26289.58,27549.97,0,57.88,0,0
PAYMENT,5569.97,61558.1,55988.13,15502.06,21072.03,14,7.44,0,0
PAYMENT,2402.92,72201.34,69798.42,40427.79,42830.71,12,13.78,0,0
PAYMENT,307.11,32653.16,32346.05,13747.47,14054.58,14,7.33,0,0
CASH_OUT,228.2,98400.82,98172.62000000001,33200.7,33428.899999999994,17,28.49,0,0
CASH_OUT,33.94,4334.56,4300.620000000001,52761.7,52795.64,12,29.08,0,0
CASH_IN,8.9,88366.26,88357.36,51610.16,51619.060000000005,12,9.96,0,0
PAYMENT,90.42,9295.53,9205.11,40685.02,40775.439999999995,16,18.13,0,0
PAYMENT,222.06,75915.45,75693.39,68495.92,68717.98,8,2.23,0,0
PAYMENT,18.87,19483.09,19464.22,80158.28,80177.15,18,55.17,0,0
CASH_OUT,213.7,290.75,77.05000000000001,200.0,413.7,18,90.9,0,1
TRANSFER,59.18,67515.64,67456.46,73537.38,73596.56,10,40.7,0,0
PAYMENT,40.02,28571.54,28531.52,86828.25,86868.27,17,15.67,0,0
PAYMENT,180.1,62193.98,62013.880000000005,6211.46,6391.56,0,48.12,0,0
CASH_IN,575.02,40170.33,39595.310000000005,54521.58,55096.6,21,10.28,0,0
TRANSFER,84.31,26936.47,26852.16,12928.79,13013.1,12,17.27,0,0
PAYMENT,1104.61,67896.12,66791.51,21639.1,22743.71,8,74.87,0,0
DEBIT,6.66,33911.0,33904.34,11427.33,11433.99,9,30.26,0,0
CASH_IN,1584.95,14726.65,13141.699999999999,8389.37,9974.320000000002,9,5.15,1,0
PAYMENT,2433.25,44586.63,42153.38,16919.46,19352.71,7,11.35,0,0
PAYMENT,50.32,91533.36,91483.04,78334.8,78385.12000000001,8,10.28,0,0
CASH_OUT,129.39,89340.78,89211.39,81536.71,81666.1,22,0.5,0,0
CASH_OUT,61.05,38374.28,38313.229999999996,44464.95,44526.0,17,7.71,0,0
PAYMENT,2237.99,9698.1,7460.110000000001,11489.53,13727.52,7,53.75,0,0
PAYMENT,53.0,49745.76,49692.76,50797.81,50850.81,16,0.87,0,0
CASH_OUT,149.95,29433.57,29283.62,97424.67,97574.62,19,26.15,0,0
PAYMENT,370.96,87756.27,87385.31,83364.33,83735.29000000001,10,5.06,0,0
PAYMENT,41.78,53104.99,53063.21,80197.12,80238.9,18,9.4,0,0
PAYMENT,106.4,40241.2,40134.799999999996,91374.65,91481.04999999999,16,13.26,0,0
CASH_IN,58.79,4135.276780425427,4076.4867804254272,35617.72,35676.51,1,18.56,0,0
TRANSFER,960.15,9009.35,8049.200000000001,5546.96,6507.11,12,18.43,0,0
CASH_OUT,132.29,66450.99,66318.70000000001,84799.9,84932.18999999999,16,8.11,0,0
CASH_IN,564.83,2808.66,2243.83,91879.95,92444.78,7,0.5,0,0
CASH_IN,593.58,50782.9,50189.32,39539.54,40133.12,16,14.57,0,0
PAYMENT,98.88,42622.22,42523.340000000004,25477.6,25576.48,9,98.63,0,0
CASH_OUT,24.58,4433.800135094066,4409.220135094066,72220.31,72244.89,11,3.3,0,0
TRANSFER,146.48,23480.66,23334.18,31038.93,31185.41,11,50.23,0,0
CASH_IN,47.69,23730.78,23683.09,45771.57,45819.26,2,3.34,0,0
CASH_IN,532.62,63403.94,62871.32,59358.26,59890.880000000005,9,21.93,0,0
TRANSFER,258.0,98681.83,98423.83,21536.35,21794.35,7,10.35,1,0
DEBIT,388.23,30120.82,29732.59,15224.49,15612.72,17,13.67,0,0
TRANSFER,38.74,67076.04,67037.29999999999,90529.44,90568.18000000001,15,6.34,0,0
PAYMENT,1133.08,63696.14,62563.06,85935.89,87068.97,6,10.27,0,0
CASH_OUT,974.78,98712.85,97738.07,47219.64,48194.42,8,45.72,0,0
CASH_OUT,295.86,31906.84,31610.98,36007.08,36302.94,8,70.25,0,0
PAYMENT,17.0,73362.38,73345.38,36505.12,36522.12,8,18.55,0,0
CASH_OUT,5.0,62944.78,62939.78,41366.37,41371.37,6,12.65,0,0
CASH_OUT,5.54,23847.17,23841.629999999997,53697.33,53702.87,12,2.2,0,0
CASH_OUT,83.14,73030.72,72947.58,24023.68,24106.82,12,31.02,0,0
CASH_OUT,373.79,47156.59,46782.799999999996,2463.24,2837.0299999999997,17,15.82,0,0
PAYMENT,71.12,40121.47,40050.35,29551.11,29622.23,6,9.66,0,0
CASH_OUT,1211.87,10672.12,9460.25,654.25,1866.12,13,108.49,0,0
CASH_IN,11.15,3423.5287902136697,3412.3787902136696,74888.98,74900.12999999999,9,9.07,0,0
CASH_IN,315.96,37906.6,37590.64,43719.61,44035.57,17,54.13,0,0
CASH_OUT,67.5,53552.19,53484.69,26421.58,26489.08,17,4.0,0,0
PAYMENT,242.13,57640.27,57398.14,40451.03,40693.159999999996,15,24.12,0,0
CASH_OUT,56.46,65923.77,65867.31,86411.47,86467.93000000001,15,13.42,0,0
PAYMENT,5.0,55178.48,55173.48,29876.78,29881.78,13,5.11,0,0
CASH_OUT,321.15,92524.7,92203.55,48368.54,48689.69,13,22.4,0,0
TRANSFER,17.74,25355.78,25338.039999999997,34401.55,34419.29,8,3.35,0,0
TRANSFER,1315.03,36069.02,34753.99,61201.92,62516.95,15,0.73,0,0
TRANSFER,134.21,41362.14,41227.93,71233.34,71367.55,18,4.91,0,0
PAYMENT,66.26,92519.28,92453.02,11026.29,11092.550000000001,8,33.03,0,0
CASH_IN,283.38,48243.95,47960.57,49569.12,49852.5,18,1.14,0,0
DEBIT,339.61,95343.61,95004.0,76064.77,76404.38,10,32.32,0,0
CASH_IN,195.74,81695.61,81499.87,36589.16,36784.9,11,20.46,0,0
PAYMENT,209.27,67874.81,67665.54,37376.21,37585.479999999996,13,5.43,0,0
PAYMENT,63.54,54131.0,54067.46,87298.41,87361.95,14,19.4,0,0
PAYMENT,42.03,11734.63,11692.599999999999,80524.59,80566.62,3,10.74,0,0
TRANSFER,166.38,58356.96,58190.58,28414.03,28580.41,10,4.25,0,0
TRANSFER,195.84,23504.07,23308.23,31878.02,32073.86,17,18.36,0,0
CASH_OUT,30.12,8742.87,8712.75,35078.06,35108.18,11,30.89,0,0
CASH_OUT,1123.15,25237.77,24114.62,47048.08,48171.23,10,38.33,0,0
CASH_OUT,37.16,12854.74,12817.58,33825.73,33862.89000000001,13,6.98,0,0
CASH_IN,32.63,94353.62,94320.98999999999,3693.78,3726.4100000000003,10,26.94,0,0
TRANSFER,228.87,20997.01,20768.14,6393.12,6621.99,11,2.98,0,0
DEBIT,302.32,77465.86,77163.54,19456.78,19759.1,19,66.45,0,0
TRANSFER,84867.75,84867.75,0.0,0.0,84867.75,15,339.28,1,1
CASH_OUT,9.45,77812.89,77803.44,85091.22,85100.67,11,40.56,0,0
PAYMENT,229.59,1875.773946962297,1646.1839469622971,24118.83,24348.420000000002,10,38.47,0,0
PAYMENT,1040.5,43295.34,42254.84,77455.11,78495.61,9,4.4,0,0
PAYMENT,540.41,12182.9,11642.49,97504.0,98044.41,14,12.23,0,0
CASH_IN,109.64,15394.41,15284.77,68660.5,68770.14,3,54.71,0,0
PAYMENT,80.75,70735.28,70654.53,6516.69,6597.44,1,33.26,0,0
PAYMENT,111.28,87051.98,86940.7,80831.72,80943.0,0,5.43,0,0
PAYMENT,329.91,24801.09,24471.18,45858.73,46188.64000000001,17,1.83,0,0
DEBIT,84.46,3076.9118721388813,2992.4518721388813,32644.81,32729.27,16,3.76,0,0
PAYMENT,48.94,29326.19,29277.25,56426.87,56475.810000000005,17,13.59,0,0
PAYMENT,402.95,73941.17,73538.22,54189.89,54592.84,16,3.66,0,0
PAYMENT,3359.06,36733.18,33374.12,69174.88,72533.94,0,90.08,0,0
TRANSFER,48.15,2067.2299267026656,2019.0799267026655,34326.88,34375.03,10,44.62,0,0
CASH_IN,10.96,17903.67,17892.71,99874.24,99885.20000000001,9,14.14,0,0
TRANSFER,268.5,99647.77,99379.27,89268.21,89536.71,13,16.18,0,0
CASH_IN,142.02,27311.25,27169.23,14543.93,14685.95,6,6.76,0,0
CASH_IN,49.9,56109.84,56059.939999999995,93022.23,93072.12999999999,5,12.64,0,0
TRANSFER,122.47,16299.68,16177.210000000001,54646.83,54769.3,23,27.65,0,0
TRANSFER,38.39,82401.82,82363.43000000001,78608.82,78647.21,13,14.64,0,0
PAYMENT,37.91,77572.77,77534.86,36075.04,36112.950000000004,10,10.63,0,0
CASH_IN,61.15,33521.51,33460.36,70035.26,70096.40999999999,11,1.85,0,0
PAYMENT,604.15,73065.54,72461.39,82985.46,83589.61,13,39.03,0,0
CASH_OUT,235.45,61358.41,61122.96000000001,93222.61,93458.06,17,51.88,0,0
PAYMENT,431.34,93613.13,93181.79000000001,53948.96,54380.299999999996,17,17.22,0,0
PAYMENT,364.41,62349.86,61985.45,83805.35,84169.76000000001,10,8.07,0,0
DEBIT,71.18,19679.58,19608.4,67208.26,67279.43999999999,9,3.89,0,0
CASH_OUT,99.26,78403.34,78304.08,94085.85,94185.11,18,55.34,0,0
PAYMENT,118.34,16866.65,16748.31,64545.89,64664.229999999996,9,35.95,0,0
PAYMENT,714.71,83210.73,82496.01999999999,43358.34,44073.049999999996,18,15.86,0,0
CASH_IN,22.04,52508.82,52486.78,34905.83,34927.87,9,21.8,0,0
CASH_OUT,335.3,80408.64,80073.34,61144.89,61480.19,1,16.21,0,0
CASH_OUT,444.36,33266.94,32822.58,78525.62,78969.98,16,20.64,0,0
TRANSFER,342.0,17458.58,17116.58,80060.63,80402.63,9,27.91,0,0
TRANSFER,50.87,88327.38,88276.51000000001,41887.44,41938.310000000005,17,47.32,0,0
TRANSFER,19.58,88175.65,88156.06999999999,18355.76,18375.34,19,16.1,0,0
PAYMENT,1254.57,97533.57,96279.0,44525.88,45780.45,10,6.61,0,0
PAYMENT,83.34,45841.89,45758.55,14955.59,15038.93,17,8.8,0,0
CASH_OUT,100.65,52105.12,52004.47,59677.19,59777.840000000004,10,19.18,0,0
CASH_OUT,66.92,72565.01,72498.09,23321.97,23388.89,17,1.2,0,0
CASH_OUT,216.73,88913.11,88696.38,10565.55,10782.279999999999,11,30.72,0,0
CASH_OUT,321.49,36585.63,36264.14,52414.19,52735.68,4,52.45,0,0
CASH_OUT,392.35,93587.59,93195.23999999999,67064.87,67457.22,17,3.55,0,0
DEBIT,12.19,74142.71,74130.52,73862.1,73874.29000000001,12,8.4,0,0
PAYMENT,117.45,22551.55,22434.1,44106.56,44224.009999999995,9,15.05,0,0
CASH_OUT,56469.52,56469.52,0.0,0.0,56469.52,4,44.34,1,1
TRANSFER,294.24,35694.5,35400.26,17389.01,17683.25,16,2.64,0,0
PAYMENT,507.29,55100.32,54593.03,78834.96,79342.25,16,19.27,0,0
PAYMENT,24.28,54711.16,54686.880000000005,69563.0,69587.28,7,38.77,0,0
CASH_OUT,165.93,60715.75,60549.82,44081.44,44247.37,11,8.29,1,0
PAYMENT,358.07,16206.62,15848.550000000001,85661.1,86019.17000000001,13,0.76,0,0
TRANSFER,79.44,84173.79,84094.34999999999,85814.15,85893.59,5,25.1,0,0
PAYMENT,202.81,43427.18,43224.37,61333.06,61535.869999999995,10,17.0,0,0
CASH_OUT,24.09,19811.15,19787.06,34243.9,34267.99,13,39.87,0,0
PAYMENT,21.11,1651.09,1629.98,34844.57,34865.68,13,11.41,0,0
PAYMENT,288.69,38955.48,38666.79,38505.8,38794.490000000005,13,7.84,0,0
PAYMENT,89.82,85645.57,85555.75,55480.76,55570.58,18,6.29,0,0
TRANSFER,591.26,64611.25,64019.99,72343.15,72934.40999999999,23,16.63,0,0
PAYMENT,143.55,43733.09,43589.53999999999,44905.96,45049.51,7,0.5,1,0
TRANSFER,1328.28,79457.46,78129.18000000001,43289.0,44617.28,8,5.12,0,0
DEBIT,28.55,5078.13,5049.58,26461.44,26489.989999999998,22,4.68,0,0
DEBIT,12.03,60805.04,60793.01,2912.9,2924.9300000000003,8,19.65,0,0
CASH_OUT,101.92,74059.0,73957.08,4377.49,4479.41,18,21.14,0,0
CASH_OUT,5.0,78390.85,78385.85,71913.91,71918.91,10,7.91,0,0
PAYMENT,55.19,5292.71,5237.52,19046.31,19101.5,13,34.72,0,0
PAYMENT,1093.51,42524.17,41430.659999999996,49320.26,50413.770000000004,13,11.7,0,0
PAYMENT,110.24,50277.17,50166.93,91746.37,91856.61,7,0.84,0,0
PAYMENT,22.22,52464.05,52441.83,8211.42,8233.64,6,3.93,0,0
PAYMENT,272.83,75826.56,75553.73,84288.38,84561.21,9,4.94,0,0
CASH_OUT,51.7,86412.88,86361.18000000001,73694.93,73746.62999999999,17,6.25,0,0
PAYMENT,65.97,70739.66,70673.69,82434.74,82500.71,10,0.5,0,0
PAYMENT,32.8,71734.31,71701.51,77238.42,77271.22,18,6.15,0,0
PAYMENT,293.89,40913.07,40619.18,85616.27,85910.16,14,2.55,0,0
TRANSFER,655.65,78105.9,77450.25,27650.3,28305.95,8,8.55,0,0
PAYMENT,187.45,35501.31,35313.86,59447.35,59634.799999999996,13,13.32,0,0
PAYMENT,39.92,14275.79,14235.87,17015.04,17054.96,10,61.7,0,0
TRANSFER,749.59,58077.06,57327.47,17090.51,17840.1,12,16.4,0,0
PAYMENT,444.46,19699.64,19255.18,89037.75,89482.21,8,18.47,1,0
PAYMENT,166.93,37581.4,37414.47,43500.99,43667.92,17,15.34,0,0
PAYMENT,53.74,24754.77,24701.03,49941.67,49995.409999999996,18,26.47,0,0
TRANSFER,271.09,86243.12,85972.03,42808.14,43079.229999999996,12,10.64,0,0
PAYMENT,622.13,11262.24,10640.11,92582.6,93204.73000000001,14,14.91,0,0
CASH_OUT,703.4,65875.91,65172.51,24650.64,25354.04,9,91.75,0,0
TRANSFER,720.93,10286.27,9565.34,17193.31,17914.24,14,10.46,0,0
TRANSFER,332.85,79079.6,78746.75,16040.58,16373.43,20,11.65,0,0
CASH_IN,75.27,39081.95,39006.68,76513.21,76588.48000000001,14,12.23,0,0
PAYMENT,2655.74,53095.54,50439.8,36096.13,38751.869999999995,11,0.5,0,0
TRANSFER,164.05,10725.67,10561.62,17184.14,17348.19,4,5.51,0,0
CASH_OUT,178.66,97510.56,97331.9,61063.37,61242.030000000006,8,32.01,0,0
PAYMENT,15.33,59299.87,59284.54,76215.94,76231.27,14,21.33,0,0
PAYMENT,1989.49,22002.01,20012.519999999997,17556.93,19546.420000000002,17,8.5,0,0
CASH_OUT,11.04,18242.58,18231.54,91630.98,91642.01999999999,10,40.66,0,0
TRANSFER,116.13,92020.37,91904.23999999999,65070.54,65186.67,20,17.47,0,0
PAYMENT,62.34,26217.02,26154.68,73599.87,73662.20999999999,5,31.08,0,0
TRANSFER,159.96,62187.38,62027.42,71703.85,71863.81000000001,13,10.36,0,0
TRANSFER,111.81,41266.9,41155.090000000004,83718.14,83829.95,13,23.23,0,0
CASH_IN,31.28,71243.96,71212.68000000001,74199.11,74230.39,15,3.6,0,0
DEBIT,68.1,36031.27,35963.17,31984.35,32052.449999999997,10,19.43,0,0
PAYMENT,74.64,74956.07,74881.43000000001,95846.69,95921.33,8,3.43,0,0
CASH_OUT,1168.22,88810.12,87641.9,4163.86,5332.08,15,40.55,0,0
PAYMENT,88.94,20303.02,20214.08,83032.66,83121.6,12,40.69,0,0
PAYMENT,569.66,81329.63,80759.97,12007.93,12577.59,14,5.75,0,0
PAYMENT,342.19,19494.68,19152.49,62847.45,63189.64,12,48.8,0,0
PAYMENT,75.14,15517.49,15442.35,69835.5,69910.64,17,2.82,0,0
PAYMENT,254.12,70318.33,70064.21,39372.86,39626.98,17,26.86,0,0
